,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumStorePurchases,kmeans_cluster,agglomerative_cluster,dbscan_cluster
829,16529.0,1,0,3,0,5,13,0,1,1,3,0,1,6
830,55412.0,1,1,10,5,28,11,1,8,2,3,0,1,6
831,48789.0,0,0,351,16,156,7,5,145,6,7,0,2,-1
832,56575.0,0,2,421,5,90,0,16,10,7,7,1,2,4
833,25130.0,1,0,2,5,7,0,18,18,2,3,0,1,6
834,35441.0,1,1,25,1,9,2,1,1,1,3,0,1,6
835,71391.0,0,1,336,123,274,46,123,141,6,12,1,2,30
836,49494.0,1,0,191,9,97,0,6,82,6,5,0,1,7
837,81702.0,0,0,563,50,774,28,31,187,7,12,1,0,-1
838,45889.0,0,1,31,0,6,0,1,8,1,3,0,1,6
839,56628.0,0,1,479,5,82,7,17,171,7,5,0,2,-1
840,34026.0,1,1,18,6,15,12,8,17,2,3,0,1,6
841,40049.0,0,1,91,65,52,10,44,28,3,6,0,1,2
842,34176.0,1,0,5,7,24,19,14,20,3,4,0,1,1
843,19419.0,1,0,2,14,28,16,3,7,4,3,0,1,6
844,82504.0,0,0,362,50,431,134,35,54,3,7,1,0,53
845,81205.0,0,0,724,74,929,97,55,130,5,7,1,0,-1
846,61618.0,0,0,605,91,399,0,45,205,3,8,1,0,-1
847,55284.0,0,1,547,7,140,0,7,63,7,8,1,2,16
848,49980.0,0,1,104,1,54,13,9,14,3,5,0,1,7
849,15072.0,2,0,8,2,15,0,10,18,3,3,0,1,6
850,49166.0,0,1,224,2,25,7,0,110,5,3,0,1,-1
851,65324.0,0,1,384,0,102,21,32,5,6,9,1,2,9
852,82347.0,0,0,556,54,845,202,133,63,7,10,1,0,-1
853,30843.0,1,1,24,0,2,0,0,9,1,2,0,1,0
854,46374.0,0,1,408,0,21,0,0,17,7,7,0,2,4
855,60474.0,0,1,265,199,303,234,9,170,10,12,1,2,30
856,38576.0,0,1,34,0,7,0,0,0,1,3,0,1,6
857,55357.0,2,0,374,64,116,84,25,64,6,11,1,2,-1
858,37758.0,1,1,27,2,10,0,0,1,1,3,0,1,6
859,85710.0,0,0,600,20,350,29,30,33,6,10,1,0,-1
860,23228.0,1,0,13,2,18,6,1,0,2,3,0,1,6
861,44602.0,1,1,167,2,89,0,0,34,6,4,0,1,1
862,7500.0,0,0,0,2,3,4,1,5,0,3,0,1,6
863,38683.0,1,0,46,35,69,84,41,66,4,6,0,1,2
864,49514.0,1,0,88,39,78,58,13,93,6,4,0,1,1
865,57906.0,0,1,243,11,119,10,3,15,4,8,1,2,16
866,43456.0,0,1,275,11,68,25,7,7,5,8,0,2,16
867,19485.0,2,0,6,0,4,0,0,0,1,2,0,1,0
868,53172.0,0,1,121,62,90,68,20,125,2,8,0,2,16
869,30545.0,1,0,4,12,15,19,7,12,2,3,0,1,6
870,70123.0,0,0,1308,0,396,23,0,0,5,4,1,0,-1
871,62450.0,0,1,515,47,267,62,66,38,5,4,1,0,-1
872,21675.0,1,0,4,0,16,17,4,4,4,3,0,1,6
873,42395.0,1,1,48,13,57,24,15,25,3,4,0,1,1
874,61346.0,1,0,562,58,168,43,16,142,5,10,1,2,3
875,80812.0,0,0,769,22,500,210,143,33,4,5,1,0,-1
876,42835.0,1,1,379,4,93,12,9,98,6,4,0,1,1
877,39922.0,1,0,29,12,59,19,1,36,3,4,0,1,1
878,86424.0,0,0,387,68,569,89,45,68,6,12,1,0,-1
879,17117.0,1,0,12,23,38,30,18,7,3,3,0,1,6
880,24762.0,1,0,6,10,12,3,15,40,3,2,0,1,0
881,35797.0,0,1,27,1,14,4,1,21,2,3,0,1,6
882,36627.0,2,0,9,1,5,0,0,1,0,3,0,1,6
883,51111.0,1,1,22,0,19,6,5,3,2,3,0,1,6
884,86857.0,0,0,899,102,838,133,102,40,5,10,1,0,47
885,82072.0,0,0,889,55,685,168,92,129,3,13,1,0,-1
886,46231.0,2,1,189,2,55,0,5,12,6,4,0,1,1
887,42243.0,1,1,48,0,2,0,0,5,2,3,0,1,6
888,51195.0,1,1,230,14,156,82,24,58,9,5,0,2,7
889,68092.0,0,0,852,60,207,78,36,48,2,10,1,2,55
890,31814.0,1,0,35,3,20,4,1,20,2,3,0,1,6
891,51390.0,1,1,205,20,47,23,2,56,5,5,0,1,7
892,76630.0,0,0,255,31,446,40,56,175,3,11,1,0,-1
893,26868.0,1,0,0,0,1,8,3,2,1,2,0,1,0
894,48948.0,0,0,437,8,206,160,49,42,7,5,0,2,10
895,55260.0,0,1,825,8,53,11,0,242,8,5,1,2,-1
896,64090.0,0,1,316,58,161,76,51,135,6,4,0,1,-1
897,78331.0,0,1,756,138,354,160,169,61,10,7,1,0,-1
898,37087.0,1,0,194,55,134,15,0,3,4,8,0,2,25
899,21846.0,1,0,7,17,18,6,10,26,4,3,0,1,6
900,81320.0,0,0,183,33,493,59,103,57,4,10,1,0,-1
901,54137.0,0,1,171,0,11,0,1,20,4,4,0,1,1
902,66825.0,0,0,243,101,405,29,40,40,4,6,1,0,-1
903,57100.0,0,0,181,21,69,39,3,96,3,6,0,1,2
904,58917.0,1,2,151,7,89,0,7,28,4,6,0,1,2
905,85072.0,0,0,494,92,391,194,11,241,3,10,1,0,48
906,86429.0,0,0,464,28,873,29,18,37,7,7,1,0,-1
907,45684.0,1,0,5,1,5,10,0,7,1,2,0,1,0
908,47889.0,1,0,29,0,29,0,5,4,2,3,0,1,6
909,45921.0,0,0,102,9,49,24,3,12,2,6,0,1,2
910,78420.0,0,0,604,28,674,91,28,28,3,8,1,0,-1
911,75114.0,0,0,571,12,523,63,60,24,3,5,1,0,52
912,52278.0,0,1,953,0,71,0,0,174,10,10,1,2,-1
913,35641.0,1,0,63,3,67,8,9,28,3,4,0,1,1
914,95529.0,0,0,770,29,890,250,27,24,7,7,1,0,-1
915,62820.0,0,0,398,61,265,138,61,53,3,6,1,0,28
916,73113.0,0,0,741,19,154,50,9,28,3,7,1,0,-1
917,84169.0,0,0,1478,19,403,0,19,0,7,6,1,0,-1
918,42607.0,0,1,156,29,56,30,32,47,3,7,0,1,4
919,74637.0,0,0,960,64,464,146,0,16,6,9,1,0,-1
920,46015.0,1,1,38,0,2,0,0,6,1,3,0,1,6
921,72354.0,0,0,315,26,473,220,12,182,2,6,1,0,15
922,39858.0,1,0,15,20,25,2,7,26,2,4,0,1,1
923,34469.0,1,1,19,6,20,0,5,12,1,4,0,1,1
924,83033.0,1,0,812,99,431,237,149,33,11,10,1,0,-1
925,24401.0,0,0,73,28,217,10,24,115,6,6,0,1,-1
926,77583.0,0,0,372,23,384,250,12,108,4,9,1,0,-1
927,74116.0,0,0,871,111,704,145,55,166,4,10,1,0,-1
928,74293.0,0,0,375,152,335,93,91,81,5,6,1,0,35
929,68397.0,0,1,760,80,466,17,13,80,6,5,1,0,-1
930,79632.0,0,0,471,0,510,99,21,12,6,9,1,0,-1
931,46107.0,1,0,31,9,27,16,9,33,1,4,0,1,1
932,64950.0,0,1,819,0,72,12,0,63,11,10,1,2,-1
933,25443.0,1,0,1,4,3,8,9,7,1,3,0,1,6
934,75127.0,0,0,203,35,305,46,17,227,2,5,1,0,50
935,32892.0,1,0,26,0,15,2,1,2,3,3,0,1,6
936,71796.0,0,0,354,21,311,167,75,32,9,4,1,0,14
937,67536.0,0,1,1253,0,447,23,71,35,11,11,1,2,-1
938,55239.0,0,1,371,17,238,23,24,106,7,11,1,2,41
939,60554.0,1,0,588,7,76,110,15,15,8,9,1,2,21
940,64831.0,1,1,480,86,249,75,86,144,6,5,1,0,-1
941,56067.0,0,1,517,12,54,16,6,120,7,7,1,2,4
942,82025.0,0,0,267,98,606,48,70,98,3,6,1,0,-1
943,94384.0,0,0,1111,24,790,160,45,172,5,5,1,0,-1
944,14906.0,0,0,7,7,14,7,16,15,2,3,0,1,6
945,51563.0,0,0,1166,0,48,0,0,36,4,10,1,2,-1
946,57937.0,0,1,261,42,144,55,48,133,4,9,1,2,9
947,68274.0,1,1,135,25,51,23,25,46,4,5,0,1,7
948,39771.0,1,0,6,2,18,2,8,14,2,3,0,1,6
949,67893.0,0,1,711,28,142,49,18,47,3,9,1,2,21
950,27922.0,1,0,11,0,13,2,4,11,2,3,0,1,6
951,52190.0,1,1,42,0,17,0,0,18,2,3,0,1,6
952,44051.0,1,1,79,7,58,6,3,18,3,4,0,1,1
953,42767.0,2,0,20,6,43,19,5,38,3,2,0,1,0
954,46106.0,1,1,30,0,8,2,0,14,1,2,0,1,0
955,16927.0,1,1,20,2,23,3,1,4,3,4,0,1,1
956,59754.0,0,1,115,27,44,4,146,139,5,6,0,1,2
957,53700.0,0,1,263,5,233,69,41,83,5,8,1,2,16
958,59041.0,1,1,69,2,15,2,2,6,2,4,0,1,1
959,54237.0,0,1,267,3,30,4,0,57,5,5,0,1,7
960,70647.0,0,1,561,85,171,25,123,114,4,13,1,2,22
961,52597.0,0,1,492,0,37,7,0,42,6,8,1,2,16
962,41021.0,1,0,14,7,9,6,16,12,2,3,0,1,6
963,40233.0,0,1,80,4,46,0,17,2,2,5,0,1,7
964,50183.0,1,1,97,12,84,13,10,15,3,6,0,1,2
965,54753.0,0,1,197,107,227,7,59,131,5,11,1,2,-1
966,92955.0,0,0,693,21,925,31,24,84,6,9,1,0,-1
967,33471.0,1,0,43,2,27,0,9,12,3,4,0,1,1
968,34596.0,1,0,14,0,2,0,0,7,1,2,0,1,0
969,44010.0,1,0,186,36,234,86,72,48,10,6,0,2,2
970,84219.0,0,0,434,137,400,45,137,45,3,10,1,0,48
971,40706.0,2,1,59,0,11,4,2,5,3,4,0,1,1
972,15716.0,1,0,16,5,30,8,7,26,3,4,0,1,1
973,59052.0,0,1,230,35,75,63,57,31,7,7,0,2,4
974,80573.0,0,0,829,138,430,60,92,15,4,13,1,2,-1
975,83715.0,0,0,318,8,407,150,35,8,2,13,1,0,-1
976,82576.0,0,0,1206,55,445,168,18,18,2,12,1,2,-1
977,56962.0,2,1,292,3,77,10,3,26,6,5,0,1,7
978,35704.0,1,1,30,9,12,2,11,30,2,4,0,1,1
979,53103.0,0,1,729,17,133,11,0,195,10,7,1,2,-1
980,46779.0,1,1,12,1,3,0,0,7,0,2,0,1,0
981,4861.0,0,0,2,1,1,1,0,1,0,0,0,1,5
982,33462.0,1,0,22,3,18,0,0,11,2,3,0,1,6
983,63693.0,0,1,587,43,337,42,87,54,11,9,1,0,-1
984,80763.0,0,0,674,168,108,192,42,231,5,6,1,0,-1
985,65352.0,0,1,284,3,84,4,7,23,4,8,1,2,-1
986,82170.0,0,0,1023,93,651,49,55,37,5,7,1,0,-1
987,75759.0,0,0,1394,22,708,89,91,182,9,9,1,0,-1
988,79689.0,0,0,311,26,640,180,37,121,4,13,1,0,-1
989,35340.0,1,1,27,0,12,0,1,5,2,3,0,1,6
990,85683.0,0,0,1296,17,311,45,69,51,2,10,1,0,-1
991,24884.0,1,0,3,6,7,0,0,3,0,3,0,1,6
992,42021.0,1,0,393,5,136,7,5,27,10,6,0,2,2
993,64449.0,1,0,218,63,282,137,35,70,5,12,1,2,30
994,64587.0,1,1,66,0,16,0,6,20,1,4,0,1,1
995,34824.0,0,0,4,2,11,2,0,4,1,2,0,1,0
996,75437.0,0,0,795,0,545,95,58,0,8,10,1,0,29
997,26091.0,1,1,15,10,19,8,17,20,2,3,0,1,6
998,52845.0,1,0,384,25,292,130,41,64,8,6,1,2,-1
999,46086.0,0,1,244,8,32,7,2,50,3,8,0,2,16
1000,78028.0,0,1,158,19,288,25,0,38,6,9,1,0,-1
1001,95169.0,0,0,1285,21,449,106,20,20,4,4,1,0,-1
1002,56337.0,1,1,349,16,144,28,5,182,8,4,0,1,-1
1003,22434.0,1,0,4,12,11,3,13,15,2,3,0,1,6
1004,36930.0,0,1,223,2,31,0,2,39,5,4,0,1,1
1005,36130.0,0,1,157,43,127,68,56,37,3,4,0,1,1
1006,65569.0,0,1,397,46,288,20,38,70,6,10,1,2,-1
1007,83844.0,0,0,901,31,345,75,31,191,4,11,1,2,49
1008,19514.0,1,1,14,3,21,2,1,28,3,2,0,1,0
1009,36736.0,1,1,10,0,3,0,0,4,1,2,0,1,0
1010,77568.0,0,1,1230,0,396,232,178,158,10,8,1,0,-1
1011,49187.0,0,1,81,1,31,2,1,0,1,5,0,1,7
1012,30168.0,1,0,154,20,66,0,12,27,6,4,0,1,1
1013,34053.0,0,1,63,0,21,7,0,12,3,3,0,1,6
1014,38196.0,1,1,30,0,11,0,0,3,2,4,0,1,1
1015,59412.0,0,0,90,67,165,30,43,11,4,8,0,2,-1
1016,70924.0,0,0,635,114,254,132,152,76,6,7,1,0,54
1017,54165.0,0,0,127,4,73,15,6,11,2,7,0,1,4
1018,32300.0,1,0,13,3,6,6,5,6,1,3,0,1,6
1019,20180.0,0,0,18,42,24,15,20,18,2,4,0,1,1
1020,34961.0,1,0,45,2,26,4,1,1,3,3,0,1,6
1021,28440.0,1,0,38,1,24,0,0,0,2,3,0,1,6
1022,64504.0,1,2,986,36,168,16,0,108,11,4,1,0,-1
1023,33564.0,0,1,61,0,3,0,0,7,1,3,0,1,6
1024,17345.0,1,0,4,9,16,17,0,12,2,2,0,1,0
1025,56320.0,0,1,201,53,172,116,77,83,5,9,1,2,9
1026,28647.0,1,0,19,8,29,0,12,26,2,2,0,1,0
1027,15038.0,1,0,4,8,11,19,12,26,2,2,0,1,0
1028,32173.0,0,1,18,0,2,0,0,2,1,3,0,1,6
1029,68316.0,0,1,806,80,161,120,11,33,10,10,1,2,55
1030,74538.0,0,0,380,98,733,110,112,28,8,5,1,0,-1
1031,91700.0,0,0,576,172,961,125,115,19,8,5,1,0,-1
1032,68695.0,0,0,458,81,356,106,50,40,4,7,1,0,-1
1033,31056.0,1,0,5,10,13,3,8,16,1,3,0,1,6
1034,79593.0,0,0,350,60,568,110,133,145,5,7,1,0,18
1035,28071.0,0,0,39,33,130,41,26,44,5,5,0,1,26
1036,37334.0,1,1,26,1,16,2,2,15,3,4,0,1,1
1037,46423.0,1,1,68,0,16,0,0,8,2,4,0,1,1
1038,37126.0,1,0,45,3,9,4,4,7,1,2,0,1,0
1039,47703.0,0,1,359,0,134,13,26,123,6,8,1,2,16
1040,61180.0,0,1,403,24,29,6,24,218,5,6,0,2,2
1041,38998.0,1,1,34,1,14,0,0,5,2,3,0,1,6
1042,8028.0,0,0,73,18,66,7,12,2,0,0,0,1,-1
1043,76081.0,0,0,292,30,415,63,33,200,4,4,1,0,-1
1044,34728.0,1,0,14,0,16,0,0,6,1,2,0,1,0
1045,33168.0,0,1,80,1,37,0,1,3,2,4,0,1,1
1046,33585.0,0,1,30,11,33,13,6,29,2,4,0,1,1
1047,77037.0,0,1,463,96,333,168,53,10,7,12,1,0,-1
1048,35196.0,1,0,75,12,141,43,39,187,6,5,0,1,7
1049,44529.0,0,1,538,13,91,17,6,26,6,11,1,2,-1
1050,70924.0,0,0,635,114,254,132,152,76,6,7,1,0,54
1051,28764.0,1,1,8,0,3,0,0,1,1,2,0,1,0
1052,69098.0,0,0,1315,22,780,145,0,178,7,9,1,0,-1
1053,25959.0,1,1,4,2,12,7,5,26,1,2,0,1,0
1054,27100.0,1,0,12,0,13,2,0,10,1,3,0,1,6
1055,70596.0,0,0,347,44,534,17,0,26,3,12,1,0,-1
1056,42557.0,0,1,192,5,53,0,5,15,6,4,0,1,1
1057,53312.0,0,0,241,0,12,0,0,25,5,5,0,1,7
1058,72228.0,0,0,631,28,491,30,14,56,6,8,1,0,32
1059,67605.0,0,0,336,28,282,184,54,54,2,6,1,0,28
1060,62845.0,1,1,1099,0,45,0,0,34,3,10,1,2,-1
1061,65196.0,0,2,743,19,181,12,0,200,7,11,1,2,67
1062,42000.0,0,0,124,83,267,85,59,35,5,11,1,2,-1
1063,35860.0,1,1,15,0,8,4,2,20,1,2,0,1,0
1064,65526.0,0,1,397,19,69,12,0,9,4,8,1,2,16
1065,16860.0,1,1,10,4,4,3,3,14,1,3,0,1,6
1066,83528.0,0,0,530,117,678,134,44,147,4,8,1,0,-1
1067,64176.0,0,1,1215,33,249,64,116,149,8,8,1,0,-1
1068,22304.0,0,0,3,2,7,0,4,2,1,2,0,1,0
1069,67023.0,0,0,444,44,382,11,8,17,3,13,1,0,-1
1070,32892.0,1,0,26,0,15,2,1,2,3,3,0,1,6
1071,70713.0,0,1,736,114,279,82,76,190,5,8,1,0,-1
1072,59925.0,0,1,473,21,176,19,21,56,9,9,1,2,21
1073,39722.0,0,1,32,0,5,2,0,8,2,3,0,1,6
1074,46610.0,0,0,288,10,30,4,10,125,6,6,0,2,2
1075,88347.0,0,0,1050,178,555,77,138,118,4,9,1,0,-1
1076,87171.0,0,0,1001,44,107,58,44,44,6,11,1,2,-1
1077,26907.0,1,1,9,1,7,0,3,2,1,3,0,1,6
1078,50014.0,1,0,234,14,77,19,10,42,4,8,0,2,16
1079,41014.0,1,0,7,2,6,2,0,3,1,2,0,1,0
1080,66294.0,0,0,251,108,334,65,92,117,4,5,1,0,-1
1081,36715.0,1,0,172,10,125,21,13,16,7,4,0,1,1
1082,79456.0,0,0,565,42,548,64,83,99,5,4,1,0,-1
1083,40479.0,1,0,5,0,8,2,0,0,0,3,0,1,6
1084,75345.0,0,0,918,57,842,99,38,133,5,6,1,0,-1
1085,54233.0,0,1,652,8,158,21,0,142,11,5,1,2,-1
1086,24163.0,1,1,4,1,7,2,1,2,1,3,0,1,6
1087,84460.0,0,0,152,27,103,106,54,81,9,4,0,0,-1
1088,43776.0,1,0,8,0,9,2,1,3,1,2,0,1,0
1089,71691.0,0,0,336,130,411,240,32,43,4,5,1,0,-1
1090,85844.0,0,0,938,19,843,25,95,38,6,7,1,0,-1
1091,39190.0,1,0,68,8,18,19,8,12,2,4,0,1,1
1092,71367.0,0,0,227,23,389,42,21,75,4,7,1,0,-1
1093,38578.0,1,1,38,4,22,3,3,3,3,3,0,1,6
1094,57236.0,1,1,105,0,9,2,1,4,2,4,0,1,1
1095,61825.0,0,1,162,50,100,55,30,27,4,8,1,2,16
1096,79803.0,0,1,574,8,216,21,16,33,4,5,1,0,42
1097,80910.0,0,0,160,80,369,67,39,41,3,8,1,0,-1
1098,27590.0,1,0,6,0,5,0,0,1,1,2,0,1,0
1099,56775.0,0,1,614,35,160,58,35,35,5,10,1,2,3
1100,83829.0,0,0,897,161,430,186,161,27,4,6,1,0,-1
1101,54210.0,0,1,70,54,109,80,9,45,4,7,0,1,4
1102,38508.0,1,0,120,19,206,25,19,54,7,5,0,1,7
1103,53187.0,1,0,211,2,30,7,7,10,4,6,0,1,2
1104,30023.0,1,0,11,0,16,7,6,21,2,3,0,1,6
1105,76045.0,0,0,760,53,400,17,93,0,4,11,1,0,-1
1106,50870.0,0,1,53,0,8,0,0,2,2,3,0,1,6
1107,15315.0,0,0,7,4,13,15,8,17,2,4,0,1,1
1108,65463.0,1,0,391,32,70,21,32,16,6,9,1,2,9
1109,66480.0,1,1,199,9,57,20,21,6,4,7,0,2,4
1110,76773.0,0,0,516,56,449,86,33,16,2,11,1,0,56
1111,81698.0,0,0,709,45,115,30,160,45,8,5,1,0,-1
1112,54466.0,1,1,12,0,4,0,0,0,1,2,0,1,0
1113,98777.0,0,0,1000,19,711,125,115,38,4,9,1,0,-1
1114,16269.0,1,0,19,3,18,3,1,0,3,3,0,1,6
1115,71819.0,0,1,1224,28,140,0,14,168,3,5,1,0,-1
1116,33569.0,1,0,16,2,18,3,0,24,1,2,0,1,0
1117,36262.0,0,0,88,39,54,64,28,153,3,3,0,1,6
1118,22634.0,0,0,2,23,11,8,6,46,2,2,0,1,0
1119,47025.0,0,1,508,11,59,23,5,29,11,6,0,2,19
1120,70566.0,0,1,381,28,215,84,28,21,6,9,1,2,-1
1121,31605.0,1,0,74,0,42,2,1,6,2,4,0,1,1
1122,52034.0,1,1,146,0,93,7,13,73,4,5,0,1,7
1123,48526.0,1,0,23,17,23,43,20,9,2,4,0,1,1
1124,46734.0,0,1,110,5,137,26,23,29,6,5,0,1,7
1125,39552.0,1,1,165,3,147,4,24,41,6,5,0,1,7
1126,86358.0,1,1,957,47,494,82,47,95,5,6,1,0,-1
1127,46931.0,2,1,41,0,17,3,1,16,1,3,0,1,6
1128,16581.0,0,0,1,3,4,2,3,11,0,3,0,1,6
1129,63998.0,0,0,176,29,818,0,33,112,7,11,1,0,-1
1130,67381.0,0,1,815,8,53,11,0,70,2,9,1,2,-1
1131,25930.0,1,1,6,1,2,2,0,4,1,2,0,1,0
1132,42693.0,1,0,8,4,20,6,3,16,1,3,0,1,6
1133,85606.0,0,1,717,42,864,219,30,84,6,9,1,0,-1
1134,72903.0,0,0,1067,138,750,0,19,39,7,8,1,0,-1
1135,49669.0,1,0,166,5,107,11,8,29,5,6,0,2,2
1136,36778.0,1,1,29,4,34,2,4,4,3,3,0,1,6
1137,85696.0,0,0,714,76,395,116,0,12,4,9,1,0,-1
1138,10979.0,0,0,8,4,10,2,2,4,3,3,0,1,6
1139,49678.0,0,1,229,5,56,3,2,20,6,4,0,1,1
1140,56129.0,0,1,320,48,133,39,72,48,6,10,1,2,12
1141,37155.0,1,0,23,0,26,7,15,3,2,4,0,1,1
1142,21282.0,1,0,1,5,8,4,8,20,2,2,0,1,0
1143,33419.0,0,1,56,0,12,0,0,18,2,4,0,1,1
1144,63285.0,0,0,508,124,249,50,38,134,6,13,1,2,22
1145,21255.0,1,0,29,0,25,2,2,3,2,4,0,1,1
1146,42162.0,1,0,46,7,59,2,4,27,3,3,0,1,6
1147,54450.0,1,1,454,0,171,8,19,32,9,8,1,2,-1
1148,57744.0,0,1,350,3,39,0,0,19,9,4,0,1,1
1149,26576.0,1,0,10,0,8,0,0,9,1,2,0,1,0
1150,57513.0,0,0,735,40,183,52,20,30,9,13,1,2,-1
1151,68142.0,0,1,897,126,196,91,112,37,10,7,1,0,-1
1152,7500.0,0,1,5,2,3,3,0,5,1,2,0,1,0
1153,83145.0,0,0,777,35,731,39,137,114,5,11,1,0,-1
1154,54197.0,0,1,162,6,37,6,13,13,1,6,0,1,2
1155,23091.0,1,1,35,0,11,0,0,2,2,3,0,1,6
1156,46049.0,1,1,342,9,112,19,14,19,5,9,1,2,-1
1157,56715.0,0,0,258,105,239,237,172,9,7,4,0,2,-1
1158,79410.0,0,0,658,80,483,123,13,13,3,5,1,0,-1
1159,57304.0,0,1,356,80,329,138,17,106,7,10,1,2,-1
1160,44375.0,0,1,213,5,28,7,7,41,4,6,0,1,2
1161,54450.0,1,1,454,0,171,8,19,32,9,8,1,2,-1
1162,59594.0,0,1,457,4,29,0,0,9,8,7,1,2,4
1163,80685.0,0,0,241,45,604,34,26,54,6,10,1,0,-1
1164,40344.0,0,1,210,0,6,0,0,2,4,5,0,1,7
1165,62710.0,0,1,441,35,83,7,29,11,4,12,1,2,13
1166,48985.0,0,1,19,13,18,10,7,8,1,3,0,1,6
1167,35322.0,1,2,28,9,37,12,7,13,2,4,0,1,1
1168,77142.0,0,0,476,75,162,29,151,97,4,8,1,2,-1
1169,81657.0,0,0,364,40,425,158,60,50,3,8,1,0,-1
1170,14421.0,0,0,0,0,2,3,3,8,1,2,0,1,0
1171,20130.0,0,0,0,6,3,7,6,12,1,3,0,1,6
1172,74214.0,0,0,863,83,547,86,99,33,8,5,1,0,-1
1173,66726.0,1,1,349,7,35,0,0,47,8,4,0,1,-1
1174,23724.0,1,0,5,23,15,0,18,14,2,3,0,1,6
1175,47353.0,0,1,184,2,19,8,8,4,2,6,0,1,2
1176,33444.0,1,1,8,0,8,0,0,2,1,2,0,1,0
1177,54386.0,0,1,277,21,64,62,21,25,3,10,1,2,12
1178,28510.0,1,1,44,5,19,0,4,19,2,4,0,1,1
1179,90638.0,0,0,1156,120,915,94,144,96,3,10,1,0,-1
1180,48070.0,0,1,373,14,83,6,9,19,8,6,0,2,2
1181,43140.0,0,1,134,8,76,6,0,11,4,5,0,1,7
1182,54959.0,0,1,1148,0,60,0,0,24,9,4,1,0,-1
1183,15056.0,1,1,6,12,3,21,6,40,2,3,0,1,6
1184,26954.0,1,0,4,1,11,0,0,1,1,2,0,1,0
1185,22327.0,1,0,5,4,8,2,0,5,1,3,0,1,6
1186,44393.0,1,1,24,2,20,2,2,10,1,4,0,1,1
1187,62000.0,0,1,899,0,101,0,0,20,6,13,1,2,-1
1188,31497.0,0,1,108,1,28,13,1,4,3,4,0,1,1
1189,45894.0,0,2,27,2,7,0,2,13,1,3,0,1,6
1190,78579.0,0,0,816,66,549,216,66,99,5,4,1,0,57
1191,67369.0,0,1,1298,0,70,37,14,42,7,10,1,2,-1
1192,58401.0,0,1,10,0,11,17,29,29,1,2,0,1,0
1193,62307.0,0,1,87,13,34,10,6,10,4,4,0,1,1
1194,43641.0,1,1,57,2,51,4,2,23,2,4,0,1,1
1195,63841.0,0,1,635,15,100,20,7,131,9,9,1,2,21
1196,46891.0,0,1,43,12,23,29,15,61,2,4,0,1,1
1197,70091.0,1,0,964,34,137,15,0,11,5,10,1,2,-1
1198,78075.0,0,0,572,8,259,34,35,80,3,5,1,0,42
1199,59184.0,0,1,341,142,113,259,151,66,6,12,1,2,13
1200,54809.0,1,1,63,6,57,13,13,22,2,5,0,1,7
1201,58113.0,0,1,221,104,169,102,78,84,9,8,1,2,16
1202,51412.0,0,1,140,3,29,4,5,14,3,4,0,1,1
1203,15287.0,1,0,1,2,8,4,3,13,1,2,0,1,0
1204,66636.0,0,0,291,10,689,84,10,0,3,9,1,0,-1
1205,50965.0,0,1,544,13,85,8,6,29,10,5,0,2,-1
1206,84618.0,0,0,684,100,801,21,66,0,6,10,1,0,-1
1207,18351.0,0,0,1,12,9,0,14,7,2,3,0,1,6
1208,40451.0,0,2,35,0,4,0,0,10,1,2,0,1,0
1209,36317.0,0,1,87,3,25,3,2,13,3,4,0,1,1
1210,42213.0,0,1,309,3,24,4,3,20,5,7,0,2,-1
1211,65748.0,0,1,172,73,93,95,78,34,2,10,1,2,12
1212,77044.0,0,1,625,38,242,50,34,76,7,11,1,2,-1
1213,74918.0,0,0,972,59,913,25,19,59,5,6,1,0,-1
1214,56721.0,1,1,157,6,39,6,13,75,4,5,0,1,7
1215,42160.0,1,1,48,9,45,3,15,20,2,4,0,1,1
1216,61559.0,0,1,279,83,88,32,14,34,4,10,1,2,12
1217,33629.0,1,1,132,0,16,0,0,4,3,4,0,1,1
1218,68682.0,0,0,919,0,505,99,30,45,4,10,1,0,-1
1219,34377.0,0,1,62,0,22,3,1,26,2,2,0,1,0
1220,8940.0,1,0,1,45,3,4,6,42,3,3,0,1,6
1221,26228.0,1,0,2,6,4,3,1,9,1,2,0,1,0
1222,77297.0,0,0,408,61,109,48,122,41,5,9,1,2,-1
1223,40211.0,1,1,51,1,7,2,1,25,2,2,0,1,0
1224,33438.0,1,1,62,1,16,3,2,6,2,4,0,1,1
1225,75032.0,0,1,952,12,180,47,12,12,5,9,1,2,-1
1226,61284.0,0,0,618,15,106,20,7,45,11,8,1,2,16
1227,22518.0,1,0,11,7,12,2,2,27,2,2,0,1,0
1228,54730.0,0,1,318,3,17,4,7,56,4,8,0,2,16
1229,38452.0,1,1,56,0,14,0,0,2,3,3,0,1,6
1230,44421.0,1,1,110,5,59,7,1,7,5,4,0,1,1
1231,38197.0,1,0,23,0,11,2,1,3,1,3,0,1,6
1232,41986.0,0,1,27,5,8,8,3,12,3,4,0,1,1
1233,28427.0,1,0,18,3,19,3,3,6,2,3,0,1,6
1234,37395.0,1,0,18,0,9,0,1,11,1,3,0,1,6
1235,64722.0,1,0,303,0,280,60,147,15,8,11,1,2,41
1236,55249.0,0,1,97,1,19,2,0,11,2,4,0,1,1
1237,84906.0,0,0,997,15,414,99,30,76,5,12,1,2,-1
